6 FRAME COLUMNS							AVERAGE		PBAG CHANCE		FRAMES PAST		SECONDS ELAPSED
135	195	97	176	216	236		175.83		0.3105		15756		262.6
118	187	93	174	87	171		138.33		0.4575		15762		262.7
213	106	181	218	109	54		146.83		0.4242		15768		262.8
27	13	134	195	97	48		85.67		0.6641		15774		262.9
152	76	166	83	169	212		143.0		0.4392		15780		263.0
234	245	122	189	94	47		155.17		0.3915		15786		263.1
23	139	197	226	241	248		179.0		0.298		15792		263.2
124	190	95	47	23	139		103.0		0.5961		15798		263.3
69	34	145	72	164	210		115.67		0.5464		15804		263.4
105	180	218	237	246	251		206.17		0.1915		15810		263.5
253	126	63	159	207	103		151.83		0.4046		15816		263.6
179	89	172	86	43	21		98.33		0.6144		15822		263.7
138	69	162	81	40	20		85.0		0.6667		15828		263.8
138	69	34	17	8	132		66.33		0.7399		15834		263.9
66	161	80	168	84	170		121.5		0.5235		15840		264.0
213	106	181	218	237	118		178.83		0.2987		15846		264.1
187	221	238	247	123	189		200.83		0.2124		15852		264.2
222	239	119	59	157	206		167.0		0.3451		15858		264.3
103	51	153	204	230	115		142.67		0.4405		15864		264.4
57	28	142	71	35	145		79.67		0.6876		15870		264.5
72	164	210	233	116	186		163.5		0.3588		15876		264.6
93	174	215	235	245	250		202.0		0.2078		15882		264.7
253	126	63	159	79	39		119.83		0.5301		15888		264.8
19	137	196	98	49	152		108.5		0.5745		15894		264.9
204	230	115	57	28	14		108.0		0.5765		15900		265.0
7	131	193	96	176	216		136.5		0.4647		15906		265.1
108	54	27	13	134	195		88.5		0.6529		15912		265.2
225	112	56	28	142	71		105.67		0.5856		15918		265.3
163	81	168	84	42	149		114.5		0.551		15924		265.4
74	37	146	73	36	18		64.0		0.749		15930		265.5
137	196	98	49	24	140		107.33		0.5791		15936		265.6
70	163	81	40	20	138		85.33		0.6654		15942		265.7
197	98	177	216	236	118		173.67		0.319		15948		265.8
187	221	238	247	123	189		200.83		0.2124		15954		265.9
94	175	87	43	149	202		125.0		0.5098		15960		266.0
101	178	217	236	246	123		183.5		0.2804		15966		266.1
61	30	15	135	67	161		78.17		0.6935		15972		266.2
80	168	212	106	53	154		128.83		0.4948		15978		266.3
77	166	211	233	116	58		143.5		0.4373		15984		266.4
29	14	7	131	65	160		67.67		0.7346		15990		266.5
80	40	148	74	37	146		87.5		0.6569		15996		266.6
73	36	18	137	68	34		61.0		0.7608		16002		266.7
17	8	132	66	161	208		98.67		0.6131		16008		266.8
104	52	154	205	102	179		132.67		0.4797		16014		266.9
89	44	22	139	197	226		119.5		0.5314		16020		267.0
241	248	252	126	191	95		192.17		0.2464		16026		267.1
47	151	75	165	82	169		114.83		0.5497		16032		267.2
212	234	117	186	93	174		169.33		0.3359		16038		267.3
215	107	181	90	45	22		110.0		0.5686		16044		267.4
11	133	194	97	176	88		116.5		0.5431		16050		267.5
172	86	43	21	10	5		56.17		0.7797		16056		267.6
2	129	64	32	144	200		95.17		0.6268		16062		267.7
100	178	217	236	118	187		172.67		0.3229		16068		267.8
221	110	183	219	109	54		149.33		0.4144		16074		267.9
155	77	166	211	105	180		149.0		0.4157		16080		268.0
218	237	246	123	189	222		205.83		0.1928		16086		268.1
111	183	219	109	54	27		117.17		0.5405		16092		268.2
13	6	3	1	128	192		57.17		0.7758		16098		268.3
96	176	216	108	182	91		144.83		0.432		16104		268.4
173	86	171	213	106	181		155.0		0.3922		16110		268.5
90	45	150	203	101	178		127.83		0.4987		16116		268.6
217	236	118	59	157	206		165.5		0.351		16122		268.7
103	179	89	44	22	11		74.67		0.7072		16128		268.8
5	2	1	128	192	96		70.67		0.7229		16134		268.9
48	152	204	102	51	153		118.33		0.5359		16140		269.0
76	38	147	201	100	50		102.0		0.6		16146		269.1
25	140	70	163	81	168		107.83		0.5771		16152		269.2
84	42	21	10	133	194		80.67		0.6837		16158		269.3
97	48	24	12	134	195		85.0		0.6667		16164		269.4
97	48	152	76	38	147		93.0		0.6353		16170		269.5
201	228	242	249	124	62		184.33		0.2771		16176		269.6
159	79	39	147	201	228		142.17		0.4425		16182		269.7
114	185	220	238	119	59		155.83		0.3889		16188		269.8
29	14	135	67	161	80		81.0		0.6824		16194		269.9
168	212	234	245	250	125		205.67		0.1935		16200		270.0
190	223	239	247	251	125		212.5		0.1667		16206		270.1
62	31	143	71	35	17		59.83		0.7654		16212		270.2
136	196	98	49	152	204		139.17		0.4542		16218		270.3
230	115	185	92	46	23		115.17		0.5484		16224		270.4
139	197	98	49	152	76		118.5		0.5353		16230		270.5
38	19	9	132	66	33		49.5		0.8059		16236		270.6
16	8	4	130	65	32		42.5		0.8333		16242		270.7
16	136	68	34	145	72		78.5		0.6922		16248		270.8
164	82	169	84	42	149		115.0		0.549		16254		270.9
202	229	114	185	220	110		176.67		0.3072		16260		271.0
183	91	173	214	235	117		168.83		0.3379		16266		271.1
58	157	206	103	51	153		121.33		0.5242		16272		271.2
204	230	243	121	60	158		169.33		0.3359		16278		271.3
79	39	147	201	228	242		156.0		0.3882		16284		271.4
249	124	190	95	47	23		121.33		0.5242		16290		271.5
139	197	226	241	120	188		185.17		0.2739		16296		271.6
222	111	55	27	141	198		125.67		0.5072		16302		271.7
227	241	120	188	222	111		184.83		0.2752		16308		271.8
55	155	77	166	211	233		149.5		0.4137		16314		271.9
116	186	93	174	87	171		137.83		0.4595		16320		272.0
85	170	213	106	53	26		108.83		0.5732		16326		272.1
13	134	67	161	208	104		114.5		0.551		16332		272.2
180	90	45	22	11	5		58.83		0.7693		16338		272.3
2	129	64	32	144	72		73.83		0.7105		16344		272.4
164	210	233	244	122	189		193.67		0.2405		16350		272.5
94	175	215	235	117	58		149.0		0.4157		16356		272.6
157	206	231	115	57	156		153.67		0.3974		16362		272.7
206	231	115	185	220	238		199.17		0.219		16368		272.8
119	187	221	238	119	59		157.17		0.3837		16374		272.9
157	78	39	19	9	4		51.0		0.8		16380		273.0
130	65	160	80	168	212		135.83		0.4673		16386		273.1
234	245	122	61	30	143		139.17		0.4542		16392		273.2
199	227	241	248	124	190		204.83		0.1967		16398		273.3
223	111	55	27	13	6		72.5		0.7157		16404		273.4
131	193	224	240	248	252		214.67		0.1582		16410		273.5
254	255	127	63	159	207		177.5		0.3039		16416		273.6
231	243	249	252	254	127		226.0		0.1137		16422		273.7
63	31	15	7	3	129		41.33		0.8379		16428		273.8
64	160	208	232	244	250		193.0		0.2431		16434		273.9
125	190	223	239	247	251		212.5		0.1667		16440		274.0
253	126	63	159	79	39		119.83		0.5301		16446		274.1
19	9	132	66	33	144		67.17		0.7366		16452		274.2
200	228	242	121	60	30		146.83		0.4242		16458		274.3
15	135	195	225	112	184		144.33		0.434		16464		274.4
92	46	23	11	5	130		51.17		0.7993		16470		274.5
193	96	48	24	140	198		116.5		0.5431		16476		274.6
99	177	216	108	54	155		134.83		0.4712		16482		274.7
205	102	51	25	12	6		66.83		0.7379		16488		274.8
131	65	160	80	168	212		136.0		0.4667		16494		274.9
106	181	218	109	54	155		137.17		0.4621		16500		275.0
205	102	179	89	44	150		128.17		0.4974		16506		275.1
203	101	178	217	236	246		196.83		0.2281		16512		275.2
251	253	254	127	191	95		195.17		0.2346		16518		275.3
175	215	107	53	26	13		98.17		0.615		16524		275.4
134	67	33	144	200	228		134.33		0.4732		16530		275.5
114	57	28	142	71	163		95.83		0.6242		16536		275.6
209	104	52	154	205	102		137.67		0.4601		16542		275.7
51	25	140	70	163	209		109.67		0.5699		16548		275.8
232	116	186	93	46	151		137.33		0.4614		16554		275.9
75	37	18	137	68	162		82.83		0.6752		16560		276.0
209	232	244	250	253	254		240.33		0.0575		16566		276.1
255	255	127	191	223	239		215.0		0.1569		16572		276.2
119	187	93	174	87	43		117.17		0.5405		16578		276.3
21	138	69	162	81	40		85.17		0.666		16584		276.4
148	202	101	50	25	12		89.67		0.6484		16590		276.5
134	195	225	112	184	92		157.0		0.3843		16596		276.6
174	215	235	117	186	221		191.33		0.2497		16602		276.7
110	183	219	109	182	91		149.0		0.4157		16608		276.8
173	214	235	117	186	93		169.67		0.3346		16614		276.9
46	23	11	133	194	97		84.0		0.6706		16620		277.0
48	152	76	166	83	41		94.33		0.6301		16626		277.1
20	138	197	98	177	88		119.67		0.5307		16632		277.2
172	214	235	245	250	253		228.17		0.1052		16638		277.3
254	255	255	255	127	63		201.5		0.2098		16644		277.4
159	79	167	83	41	148		112.83		0.5575		16650		277.5
202	101	178	89	172	214		159.33		0.3752		16656		277.6
107	181	90	45	22	11		76.0		0.702		16662		277.7
133	66	33	144	72	164		102.0		0.6		16668		277.8
82	41	148	74	37	18		66.67		0.7386		16674		277.9
137	68	34	17	8	4		44.67		0.8248		16680		278.0
130	193	224	112	56	156		145.17		0.4307		16686		278.1
78	167	211	105	52	26		106.5		0.5824		16692		278.2
141	70	163	81	168	212		139.17		0.4542		16698		278.3
106	181	218	237	246	123		185.17		0.2739		16704		278.4
189	94	175	87	171	85		133.5		0.4765		16710		278.5
42	21	138	197	226	113		122.83		0.5183		16716		278.6
184	220	110	55	155	77		133.5		0.4765		16722		278.7
38	19	137	68	34	17		52.17		0.7954		16728		278.8
136	196	98	49	152	76		117.83		0.5379		16734		278.9
38	19	137	68	34	17		52.17		0.7954		16740		279.0
8	4	2	1	128	64		34.5		0.8647		16746		279.1
32	144	72	36	18	9		51.83		0.7967		16752		279.2
4	2	129	64	32	16		41.17		0.8386		16758		279.3
8	132	66	161	208	104		113.17		0.5562		16764		279.4
52	26	141	70	163	81		88.83		0.6516		16770		279.5
40	20	10	133	194	225		103.67		0.5935		16776		279.6
240	248	124	62	159	79		152.0		0.4039		16782		279.7
167	83	169	84	42	149		115.67		0.5464		16788		279.8
202	101	178	89	172	86		138.0		0.4588		16794		279.9
171	85	42	21	10	5		55.67		0.7817		16800		280.0
2	129	192	224	112	184		140.5		0.449		16806		280.1
92	174	215	107	181	90		143.17		0.4386		16812		280.2
173	86	171	213	234	117		165.67		0.3503		16818		280.3
186	221	238	247	123	61		179.33		0.2967		16824		280.4
30	15	135	67	161	208		102.67		0.5974		16830		280.5
232	244	122	61	158	79		149.33		0.4144		16836		280.6
39	147	201	100	50	25		93.67		0.6327		16842		280.7
12	134	67	33	144	72		77.0		0.698		16848		280.8
36	146	201	100	178	89		125.0		0.5098		16854		280.9
44	22	139	197	226	241		144.83		0.432		16860		281.0
120	188	94	175	87	43		117.83		0.5379		16866		281.1
149	202	229	114	185	220		183.17		0.2817		16872		281.2
238	119	59	157	206	231		168.33		0.3399		16878		281.3
115	185	92	174	87	43		116.0		0.5451		16884		281.4
149	202	101	178	217	108		159.17		0.3758		16890		281.5
182	91	45	22	11	133		80.67		0.6837		16896		281.6
194	225	112	184	220	110		174.17		0.317		16902		281.7
55	27	141	198	227	241		148.17		0.419		16908		281.8
120	60	158	79	39	147		100.5		0.6059		16914		281.9
73	164	82	169	84	170		123.67		0.515		16920		282.0
85	170	85	42	149	202		122.17		0.5209		16926		282.1
229	114	57	28	142	199		128.17		0.4974		16932		282.2
99	177	216	108	182	219		166.83		0.3458		16938		282.3
237	246	123	61	30	143		140.0		0.451		16944		282.4
199	99	49	24	140	198		118.17		0.5366		16950		282.5
227	113	184	220	238	247		204.83		0.1967		16956		282.6
251	253	254	127	191	223		216.5		0.151		16962		282.7
239	119	59	29	14	7		77.83		0.6948		16968		282.8
3	1	128	192	224	240		131.33		0.485		16974		282.9
120	188	222	111	183	219		173.83		0.3183		16980		283.0
237	118	187	221	110	55		154.67		0.3935		16986		283.1
27	13	134	195	97	176		107.0		0.5804		16992		283.2
88	172	214	107	181	218		163.33		0.3595		16998		283.3
109	54	155	205	102	51		112.67		0.5582		17004		283.4
25	12	134	195	97	176		106.5		0.5824		17010		283.5
88	172	214	235	245	250		200.67		0.2131		17016		283.6
125	62	159	207	231	115		149.83		0.4124		17022		283.7
57	28	142	199	99	49		95.67		0.6248		17028		283.8
152	204	230	243	249	252		221.67		0.1307		17034		283.9
254	127	191	223	239	119		192.17		0.2464		17040		284.0
59	157	78	39	19	9		60.17		0.7641		17046		284.1
132	194	97	176	88	172		143.17		0.4386		17052		284.2
214	107	181	90	45	22		109.83		0.5693		17058		284.3
139	197	98	49	152	76		118.5		0.5353		17064		284.4
166	211	105	180	90	45		132.83		0.4791		17070		284.5
22	139	197	226	113	56		125.5		0.5078		17076		284.6
28	142	199	99	49	24		90.17		0.6464		17082		284.7
140	70	163	209	232	244		176.33		0.3085		17088		284.8
250	253	126	191	95	47		160.33		0.3712		17094		284.9
151	203	229	242	249	252		221.0		0.1333		17100		285.0
254	127	63	31	15	135		104.17		0.5915		17106		285.1
67	161	80	168	212	234		153.67		0.3974		17112		285.2
117	186	93	174	215	235		170.0		0.3333		17118		285.3
245	122	61	30	15	135		101.33		0.6026		17124		285.4
67	33	144	72	164	82		93.67		0.6327		17130		285.5
41	148	202	101	50	153		115.83		0.5458		17136		285.6
76	38	19	137	68	162		83.33		0.6732		17142		285.7
209	232	116	58	29	142		131.0		0.4863		17148		285.8
199	227	113	56	28	14		106.17		0.5837		17154		285.9
7	131	65	160	208	104		112.5		0.5588		17160		286.0
52	26	13	134	67	161		75.5		0.7039		17166		286.1
80	40	20	10	5	2		26.17		0.8974		17172		286.2
1	128	64	32	16	8		41.5		0.8373		17178		286.3
132	66	33	16	8	4		43.17		0.8307		17184		286.4
2	129	64	32	144	72		73.83		0.7105		17190		286.5
36	18	137	196	98	177		110.33		0.5673		17196		286.6
88	44	22	139	69	34		66.0		0.7412		17202		286.7
145	200	100	50	153	204		142.0		0.4431		17208		286.8
230	243	121	60	30	143		137.83		0.4595		17214		286.9
71	163	209	232	244	122		173.5		0.3196		17220		287.0
189	222	111	55	27	141		124.17		0.5131		17226		287.1
70	163	81	40	148	202		117.33		0.5399		17232		287.2
101	178	217	236	246	251		204.83		0.1967		17238		287.3
253	126	63	159	79	167		141.17		0.4464		17244		287.4
211	105	180	90	45	150		130.17		0.4895		17250		287.5
75	37	146	73	36	18		64.17		0.7484		17256		287.6
9	4	130	65	32	144		64.0		0.749		17262		287.7
72	36	146	201	100	178		122.17		0.5209		17268		287.8
217	108	54	155	205	230		161.5		0.3667		17274		287.9
243	249	252	126	191	95		192.67		0.2444		17280		288.0
47	151	75	37	18	137		77.5		0.6961		17286		288.1
196	226	113	184	220	238		196.17		0.2307		17292		288.2
247	123	189	94	47	151		141.83		0.4438		17298		288.3
203	229	242	121	188	94		179.5		0.2961		17304		288.4
47	23	11	5	2	1		14.83		0.9418		17310		288.5
0	0	128	192	224	240		130.67		0.4876		17316		288.6
120	188	94	175	215	235		171.17		0.3288		17322		288.7
245	122	189	94	175	87		152.0		0.4039		17328		288.8
43	21	138	197	226	241		144.33		0.434		17334		288.9
248	252	254	127	191	95		194.5		0.2373		17340		289.0
175	87	171	213	106	53		134.17		0.4739		17346		289.1
154	77	166	83	41	148		111.5		0.5627		17352		289.2
74	37	18	9	4	130		45.33		0.8222		17358		289.3
65	32	16	136	68	162		79.83		0.6869		17364		289.4
209	104	180	90	173	86		140.33		0.4497		17370		289.5
171	213	234	245	122	189		195.67		0.2327		17376		289.6
222	239	119	59	157	206		167.0		0.3451		17382		289.7
231	115	185	220	238	119		184.67		0.2758		17388		289.8
59	157	206	103	51	153		121.5		0.5235		17394		289.9
76	166	83	41	20	138		87.33		0.6575		17400		290.0
69	162	209	104	180	218		157.0		0.3843		17406		290.1
237	118	59	157	206	231		168.0		0.3412		17412		290.2
243	249	252	126	63	31		160.67		0.3699		17418		290.3
143	71	35	17	8	4		46.33		0.8183		17424		290.4
130	65	160	208	232	244		173.17		0.3209		17430		290.5
122	189	94	47	151	203		134.33		0.4732		17436		290.6
229	114	185	220	110	55		152.17		0.4033		17442		290.7
27	13	134	195	97	48		85.67		0.6641		17448		290.8
24	140	198	99	177	216		142.33		0.4418		17454		290.9
236	118	187	221	110	55		154.5		0.3941		17460		291.0
27	141	70	163	81	168		108.33		0.5752		17466		291.1
84	170	85	170	213	234		159.33		0.3752		17472		291.2
117	58	157	78	39	147		99.33		0.6105		17478		291.3
73	36	146	201	228	114		133.0		0.4784		17484		291.4
57	156	206	231	243	121		169.0		0.3373		17490		291.5
60	30	15	135	195	97		88.67		0.6523		17496		291.6
176	216	108	54	27	13		99.0		0.6118		17502		291.7
134	67	161	80	40	20		83.67		0.6719		17508		291.8
138	69	34	17	136	68		77.0		0.698		17514		291.9
34	145	72	164	82	41		89.67		0.6484		17520		292.0
20	10	133	194	225	112		115.67		0.5464		17526		292.1
56	156	78	167	83	169		118.17		0.5366		17532		292.2
212	106	181	90	173	214		162.67		0.3621		17538		292.3
107	53	26	141	198	227		125.33		0.5085		17544		292.4
113	56	156	206	231	115		146.17		0.4268		17550		292.5
185	220	238	247	251	253		232.33		0.0889		17556		292.6
254	127	63	159	207	103		152.17		0.4033		17562		292.7
51	25	12	134	67	33		53.67		0.7895		17568		292.8
144	200	228	242	249	124		197.83		0.2242		17574		292.9
190	95	175	215	235	245		192.5		0.2451		17580		293.0
250	253	126	63	31	15		123.0		0.5176		17586		293.1
7	3	129	192	96	176		100.5		0.6059		17592		293.2
216	236	246	123	61	30		152.0		0.4039		17598		293.3
143	199	227	241	120	188		186.33		0.2693		17604		293.4
222	239	119	59	29	142		135.0		0.4706		17610		293.5
199	227	241	248	252	254		236.83		0.0712		17616		293.6
127	191	95	47	23	139		103.67		0.5935		17622		293.7
197	98	49	152	204	230		155.0		0.3922		17628		293.8
115	57	156	78	39	147		98.67		0.6131		17634		293.9
201	100	178	89	44	22		105.67		0.5856		17640		294.0
11	5	130	193	96	176		101.83		0.6007		17646		294.1
88	44	150	75	165	210		122.0		0.5216		17652		294.2
233	116	58	157	78	39		113.5		0.5549		17658		294.3
19	137	196	98	177	216		140.5		0.449		17664		294.4
108	182	91	45	22	139		97.83		0.6163		17670		294.5
69	34	145	72	164	210		115.67		0.5464		17676		294.6
233	244	250	253	254	255		248.17		0.0268		17682		294.7
255	255	127	191	223	111		193.67		0.2405		17688		294.8
183	91	45	150	75	37		96.83		0.6203		17694		294.9
146	73	164	210	105	52		125.0		0.5098		17700		295.0
154	77	38	19	137	68		82.17		0.6778		17706		295.1
162	209	104	180	90	45		131.67		0.4837		17712		295.2
150	203	229	242	249	124		199.5		0.2176		17718		295.3
62	31	143	71	35	145		81.17		0.6817		17724		295.4
200	100	50	25	140	198		118.83		0.534		17730		295.5
99	49	24	12	6	3		32.17		0.8739		17736		295.6
129	64	160	208	104	52		119.5		0.5314		17742		295.7
26	13	134	195	225	112		117.5		0.5392		17748		295.8
56	28	14	7	131	65		50.17		0.8033		17754		295.9
160	80	40	20	10	5		52.5		0.7941		17760		296.0
130	65	32	16	8	4		42.5		0.8333		17766		296.1
2	1	0	128	64	32		37.83		0.8516		17772		296.2
16	8	4	130	193	96		74.5		0.7078		17778		296.3
48	24	12	6	131	193		69.0		0.7294		17784		296.4
224	112	56	28	14	135		94.83		0.6281		17790		296.5
67	33	16	8	4	2		21.67		0.915		17796		296.6
129	192	224	240	120	60		160.83		0.3693		17802		296.7
30	143	71	163	209	104		120.0		0.5294		17808		296.8
52	26	141	198	99	49		94.17		0.6307		17814		296.9
152	76	38	147	73	36		87.0		0.6588		17820		297.0
146	73	36	18	137	196		101.0		0.6039		17826		297.1
226	241	120	188	94	175		174.0		0.3176		17832		297.2
87	171	213	234	245	122		178.67		0.2993		17838		297.3
189	222	111	55	27	141		124.17		0.5131		17844		297.4
198	227	113	56	156	206		159.33		0.3752		17850		297.5
103	51	153	204	230	243		164.0		0.3569		17856		297.6
249	124	190	95	47	151		142.67		0.4405		17862		297.7
203	101	178	217	108	182		164.83		0.3536		17868		297.8
91	45	150	75	165	210		122.67		0.519		17874		297.9
233	116	186	93	46	23		116.17		0.5444		17880		298.0
11	133	194	225	112	184		143.17		0.4386		17886		298.1
92	174	87	43	149	202		124.5		0.5118		17892		298.2
229	114	185	92	174	87		146.83		0.4242		17898		298.3
43	149	202	229	242	249		185.67		0.2719		17904		298.4
124	190	95	47	151	75		113.67		0.5542		17910		298.5
165	210	233	116	186	93		167.17		0.3444		17916		298.6
174	87	43	149	202	229		147.33		0.4222		17922		298.7
114	57	28	142	71	35		74.5		0.7078		17928		298.8
145	200	100	178	217	108		158.0		0.3804		17934		298.9
182	91	45	22	139	197		112.67		0.5582		17940		299.0
226	241	120	188	222	239		206.0		0.1922		17946		299.1
119	59	157	206	231	243		169.17		0.3366		17952		299.2
249	252	254	127	63	159		184.0		0.2784		17958		299.3
79	39	19	137	68	162		84.0		0.6706		17964		299.4
81	168	212	234	117	186		166.33		0.3477		17970		299.5
221	110	55	155	205	102		141.33		0.4458		17976		299.6
51	153	204	102	51	25		97.67		0.617		17982		299.7
140	70	35	17	8	4		45.67		0.8209		17988		299.8
130	65	32	16	136	196		95.83		0.6242		17994		299.9
98	177	88	172	86	171		132.0		0.4824		18000		300.0
213	106	181	218	237	118		178.83		0.2987		18006		300.1
187	93	174	215	107	181		159.5		0.3745		18012		300.2
218	237	246	123	189	222		205.83		0.1928		18018		300.3
111	55	155	77	38	19		75.83		0.7026		18024		300.4
9	4	130	65	160	208		96.0		0.6235		18030		300.5
104	180	218	237	118	59		152.67		0.4013		18036		300.6
157	78	167	211	233	244		181.67		0.2876		18042		300.7
122	61	158	207	103	51		117.0		0.5412		18048		300.8
25	12	6	3	129	192		61.17		0.7601		18054		300.9
224	240	248	124	62	31		154.83		0.3928		18060		301.0
15	135	195	225	112	56		123.0		0.5176		18066		301.1
28	142	71	35	17	136		71.5		0.7196		18072		301.2
68	34	145	72	164	210		115.5		0.5471		18078		301.3
105	52	26	141	198	227		124.83		0.5105		18084		301.4
241	120	188	94	175	87		150.83		0.4085		18090		301.5
171	85	170	213	106	181		154.33		0.3948		18096		301.6
218	109	182	91	173	214		164.5		0.3549		18102		301.7
235	117	58	29	14	7		76.67		0.6993		18108		301.8
3	129	192	224	112	184		140.67		0.4484		18114		301.9
92	174	87	43	149	74		103.17		0.5954		18120		302.0
165	82	169	84	170	85		125.83		0.5065		18126		302.1
170	213	234	245	250	253		227.5		0.1078		18132		302.2
126	63	159	79	167	83		112.83		0.5575		18138		302.3
169	212	106	53	154	77		128.5		0.4961		18144		302.4
166	83	41	20	10	5		54.17		0.7876		18150		302.5
2	1	0	128	192	96		69.83		0.7261		18156		302.6
48	152	76	166	211	233		147.67		0.4209		18162		302.7
116	58	157	78	167	211		131.17		0.4856		18168		302.8
105	180	90	173	214	235		166.17		0.3484		18174		302.9
117	186	93	46	151	75		111.33		0.5634		18180		303.0
165	210	105	52	154	205		148.5		0.4176		18186		303.1
230	115	57	28	142	199		128.5		0.4961		18192		303.2
227	113	56	156	206	231		164.83		0.3536		18198		303.3
243	121	188	222	239	247		210.0		0.1765		18204		303.4
251	125	190	95	175	215		175.17		0.3131		18210		303.5
107	53	154	77	38	19		74.67		0.7072		18216		303.6
9	132	194	97	48	152		105.33		0.5869		18222		303.7
76	166	83	169	84	170		124.67		0.5111		18228		303.8
213	106	181	90	45	150		130.83		0.4869		18234		303.9
203	229	242	249	252	126		216.83		0.1497		18240		304.0
63	159	79	39	147	73		93.33		0.634		18246		304.1
36	18	9	132	194	97		81.0		0.6824		18252		304.2
176	216	108	54	27	141		120.33		0.5281		18258		304.3
70	35	145	72	36	18		62.67		0.7542		18264		304.4
9	132	66	33	144	72		76.0		0.702		18270		304.5
36	18	9	4	2	1		11.67		0.9542		18276		304.6
0	0	0	0	128	64		32.0		0.8745		18282		304.7
32	144	72	36	18	137		73.17		0.7131		18288		304.8
68	34	145	72	36	18		62.17		0.7562		18294		304.9
137	196	98	177	216	108		155.33		0.3908		18300		305.0
54	155	77	38	147	73		90.67		0.6444		18306		305.1
36	18	137	196	226	241		142.33		0.4418		18312		305.2
248	252	126	191	95	175		181.17		0.2895		18318		305.3
215	107	181	90	173	214		163.33		0.3595		18324		305.4
107	53	154	77	166	211		128.0		0.498		18330		305.5
105	52	154	77	38	19		74.17		0.7092		18336		305.6
137	196	226	241	120	188		184.67		0.2758		18342		305.7
94	47	23	139	197	226		121.0		0.5255		18348		305.8
241	120	60	158	79	39		116.17		0.5444		18354		305.9
19	137	196	98	177	88		119.17		0.5327		18360		306.0
172	214	107	53	26	141		118.83		0.534		18366		306.1
198	227	241	120	188	222		199.33		0.2183		18372		306.2
239	119	187	93	174	215		171.17		0.3288		18378		306.3
235	245	250	125	190	95		190.0		0.2549		18384		306.4
175	87	43	21	10	5		56.83		0.7771		18390		306.5
2	1	128	192	224	240		131.17		0.4856		18396		306.6
120	188	94	47	151	203		133.83		0.4752		18402		306.7
229	114	185	92	46	23		114.83		0.5497		18408		306.8
11	5	130	193	224	112		112.5		0.5588		18414		306.9
56	156	206	103	179	89		131.5		0.4843		18420		307.0
44	22	139	197	98	49		91.5		0.6412		18426		307.1
152	204	102	179	89	172		149.67		0.4131		18432		307.2
86	43	149	74	165	210		121.17		0.5248		18438		307.3
105	52	26	13	134	195		87.5		0.6569		18444		307.4
97	48	152	76	38	19		71.67		0.719		18450		307.5
137	196	226	241	120	60		163.33		0.3595		18456		307.6
30	15	7	131	193	224		100.0		0.6078		18462		307.7
112	56	28	142	71	35		74.0		0.7098		18468		307.8
17	8	4	2	129	64		37.33		0.8536		18474		307.9
160	208	232	116	58	157		155.17		0.3915		18480		308.0
206	231	243	249	124	62		185.83		0.2712		18486		308.1
159	79	167	83	41	148		112.83		0.5575		18492		308.2
74	165	210	105	180	218		158.67		0.3778		18498		308.3
109	54	155	77	38	19		75.33		0.7046		18504		308.4
137	68	162	209	232	244		175.33		0.3124		18510		308.5
122	61	158	207	231	115		149.0		0.4157		18516		308.6
185	92	46	23	139	69		92.33		0.6379		18522		308.7
162	81	168	84	42	21		93.0		0.6353		18528		308.8
138	69	34	17	8	4		45.0		0.8235		18534		308.9
2	1	0	128	64	160		59.17		0.768		18540		309.0
80	40	20	138	197	98		95.5		0.6255		18546		309.1
177	88	44	22	139	197		111.17		0.5641		18552		309.2
226	241	248	124	62	159		176.67		0.3072		18558		309.3
79	39	147	73	36	18		65.33		0.7438		18564		309.4
137	196	226	113	184	220		179.33		0.2967		18570		309.5
110	183	91	173	86	43		114.33		0.5516		18576		309.6
149	74	165	210	105	180		147.17		0.4229		18582		309.7
90	45	150	203	101	50		106.5		0.5824		18588		309.8
25	12	6	3	129	192		61.17		0.7601		18594		309.9
224	112	184	92	46	23		113.5		0.5549		18600		310.0
11	133	66	161	80	40		81.83		0.6791		18606		310.1
20	138	69	162	209	232		138.33		0.4575		18612		310.2
116	58	157	78	39	147		99.17		0.6111		18618		310.3
73	36	18	137	196	98		93.0		0.6353		18624		310.4
49	152	204	102	179	89		129.17		0.4935		18630		310.5
44	22	11	133	66	161		72.83		0.7144		18636		310.6
208	232	116	58	29	142		130.83		0.4869		18642		310.7
199	99	177	88	44	22		104.83		0.5889		18648		310.8
11	133	194	97	176	88		116.5		0.5431		18654		310.9
44	22	11	5	2	1		14.17		0.9444		18660		311.0
0	0	0	0	128	192		53.33		0.7908		18666		311.1
96	176	88	44	22	139		94.17		0.6307		18672		311.2
197	98	177	88	44	22		104.33		0.5908		18678		311.3
139	69	162	209	232	116		154.5		0.3941		18684		311.4
58	157	206	103	179	89		132.0		0.4824		18690		311.5
44	22	139	69	34	17		54.17		0.7876		18696		311.6
136	196	98	177	216	236		176.5		0.3078		18702		311.7
118	59	157	78	167	83		110.33		0.5673		18708		311.8
169	84	42	21	138	197		108.5		0.5745		18714		311.9
226	113	184	92	46	23		114.0		0.5529		18720		312.0
139	69	34	17	8	4		45.17		0.8229		18726		312.1
2	1	128	192	96	176		99.17		0.6111		18732		312.2
88	44	22	11	133	66		60.67		0.7621		18738		312.3
161	80	40	20	10	5		52.67		0.7935		18744		312.4
