10 FRAME COLUMNS											AVERAGE		PBAG CHANCE		FRAMES PAST		SECONDS ELAPSED
48	152	76	166	83	41	20	138	197	98		101.9		0.6004		16630		277.17
177	88	172	214	235	245	250	253	254	255		214.3		0.1596		16640		277.33
255	255	127	63	159	79	167	83	41	148		137.7		0.46		16650		277.5
202	101	178	89	172	214	107	181	90	45		137.9		0.4592		16660		277.67
22	11	133	66	33	144	72	164	82	41		76.8		0.6988		16670		277.83
148	74	37	18	137	68	34	17	8	4		54.5		0.7863		16680		278.0
130	193	224	112	56	156	78	167	211	105		143.2		0.4384		16690		278.17
52	26	141	70	163	81	168	212	106	181		120.0		0.5294		16700		278.33
218	237	246	123	189	94	175	87	171	85		162.5		0.3627		16710		278.5
42	21	138	197	226	113	184	220	110	55		130.6		0.4878		16720		278.67
155	77	38	19	137	68	34	17	136	196		87.7		0.6561		16730		278.83
98	49	152	76	38	19	137	68	34	17		68.8		0.7302		16740		279.0
8	4	2	1	128	64	32	144	72	36		49.1		0.8075		16750		279.17
18	9	4	2	129	64	32	16	8	132		41.4		0.8376		16760		279.33
66	161	208	104	52	26	141	70	163	81		107.2		0.5796		16770		279.5
40	20	10	133	194	225	240	248	124	62		129.6		0.4918		16780		279.67
159	79	167	83	169	84	42	149	202	101		123.5		0.5157		16790		279.83
178	89	172	86	171	85	42	21	10	5		85.9		0.6631		16800		280.0
2	129	192	224	112	184	92	174	215	107		143.1		0.4388		16810		280.17
181	90	173	86	171	213	234	117	186	221		167.2		0.3443		16820		280.33
238	247	123	61	30	15	135	67	161	208		128.5		0.4961		16830		280.5
232	244	122	61	158	79	39	147	201	100		138.3		0.4576		16840		280.67
50	25	12	134	67	33	144	72	36	146		71.9		0.718		16850		280.83
201	100	178	89	44	22	139	197	226	241		143.7		0.4365		16860		281.0
120	188	94	175	87	43	149	202	229	114		140.1		0.4506		16870		281.17
185	220	238	119	59	157	206	231	115	185		171.5		0.3275		16880		281.33
92	174	87	43	149	202	101	178	217	108		135.1		0.4702		16890		281.5
182	91	45	22	11	133	194	225	112	184		119.9		0.5298		16900		281.67
220	110	55	27	141	198	227	241	120	60		139.9		0.4514		16910		281.83
158	79	39	147	73	164	82	169	84	170		116.5		0.5431		16920		282.0
85	170	85	42	149	202	229	114	57	28		116.1		0.5447		16930		282.17
142	199	99	177	216	108	182	219	237	246		182.5		0.2843		16940		282.33
123	61	30	143	199	99	49	24	140	198		106.6		0.582		16950		282.5
227	113	184	220	238	247	251	253	254	127		211.4		0.171		16960		282.67
191	223	239	119	59	29	14	7	3	1		88.5		0.6529		16970		282.83
128	192	224	240	120	188	222	111	183	219		182.7		0.2835		16980		283.0
237	118	187	221	110	55	27	13	134	195		129.7		0.4914		16990		283.17
97	176	88	172	214	107	181	218	109	54		141.6		0.4447		17000		283.33
155	205	102	51	25	12	134	195	97	176		115.2		0.5482		17010		283.5
88	172	214	235	245	250	125	62	159	207		175.7		0.311		17020		283.67
231	115	57	28	142	199	99	49	152	204		127.6		0.4996		17030		283.83
230	243	249	252	254	127	191	223	239	119		212.7		0.1659		17040		284.0
59	157	78	39	19	9	132	194	97	176		96.0		0.6235		17050		284.17
88	172	214	107	181	90	45	22	139	197		125.5		0.5078		17060		284.33
98	49	152	76	166	211	105	180	90	45		117.2		0.5404		17070		284.5
22	139	197	226	113	56	28	142	199	99		122.1		0.5212		17080		284.67
49	24	140	70	163	209	232	244	250	253		163.4		0.3592		17090		284.83
126	191	95	47	151	203	229	242	249	252		178.5		0.3		17100		285.0
254	127	63	31	15	135	67	161	80	168		110.1		0.5682		17110		285.17
212	234	117	186	93	174	215	235	245	122		183.3		0.2812		17120		285.33
61	30	15	135	67	33	144	72	164	82		80.3		0.6851		17130		285.5
41	148	202	101	50	153	76	38	19	137		96.5		0.6216		17140		285.67
68	162	209	232	116	58	29	142	199	227		144.2		0.4345		17150		285.83
113	56	28	14	7	131	65	160	208	104		88.6		0.6525		17160		286.0
52	26	13	134	67	161	80	40	20	10		60.3		0.7635		17170		286.17
5	2	1	128	64	32	16	8	132	66		45.4		0.822		17180		286.33
33	16	8	4	2	129	64	32	144	72		50.4		0.8024		17190		286.5
36	18	137	196	98	177	88	44	22	139		95.5		0.6255		17200		286.67
69	34	145	200	100	50	153	204	230	243		142.8		0.44		17210		286.83
121	60	30	143	71	163	209	232	244	122		139.5		0.4529		17220		287.0
189	222	111	55	27	141	70	163	81	40		109.9		0.569		17230		287.17
148	202	101	178	217	236	246	251	253	126		195.8		0.2322		17240		287.33
63	159	79	167	211	105	180	90	45	150		124.9		0.5102		17250		287.5
75	37	146	73	36	18	9	4	130	65		59.3		0.7675		17260		287.67
32	144	72	36	146	201	100	178	217	108		123.4		0.5161		17270		287.83
54	155	205	230	243	249	252	126	191	95		180.0		0.2941		17280		288.0
47	151	75	37	18	137	196	226	113	184		118.4		0.5357		17290		288.17
220	238	247	123	189	94	47	151	203	229		174.1		0.3173		17300		288.33
242	121	188	94	47	23	11	5	2	1		73.4		0.7122		17310		288.5
0	0	128	192	224	240	120	188	94	175		136.1		0.4663		17320		288.67
215	235	245	122	189	94	175	87	43	21		142.6		0.4408		17330		288.83
138	197	226	241	248	252	254	127	191	95		196.9		0.2278		17340		289.0
175	87	171	213	106	53	154	77	166	83		128.5		0.4961		17350		289.17
41	148	74	37	18	9	4	130	65	32		55.8		0.7812		17360		289.33
16	136	68	162	209	104	180	90	173	86		122.4		0.52		17370		289.5
171	213	234	245	122	189	222	239	119	59		181.3		0.289		17380		289.67
157	206	231	115	185	220	238	119	59	157		168.7		0.3384		17390		289.83
206	103	51	153	76	166	83	41	20	138		103.7		0.5933		17400		290.0
69	162	209	104	180	218	237	118	59	157		151.3		0.4067		17410		290.17
206	231	243	249	252	126	63	31	143	71		161.5		0.3667		17420		290.33
35	17	8	4	130	65	160	208	232	244		110.3		0.5675		17430		290.5
122	189	94	47	151	203	229	114	185	220		155.4		0.3906		17440		290.67
110	55	27	13	134	195	97	48	24	140		84.3		0.6694		17450		290.83
198	99	177	216	236	118	187	221	110	55		161.7		0.3659		17460		291.0
27	141	70	163	81	168	84	170	85	170		115.9		0.5455		17470		291.17
213	234	117	58	157	78	39	147	73	36		115.2		0.5482		17480		291.33
146	201	228	114	57	156	206	231	243	121		170.3		0.3322		17490		291.5
60	30	15	135	195	97	176	216	108	54		108.6		0.5741		17500		291.67
27	13	134	67	161	80	40	20	138	69		74.9		0.7063		17510		291.83
34	17	136	68	34	145	72	164	82	41		79.3		0.689		17520		292.0
20	10	133	194	225	112	56	156	78	167		115.1		0.5486		17530		292.17
83	169	212	106	181	90	173	214	107	53		138.8		0.4557		17540		292.33
26	141	198	227	113	56	156	206	231	115		146.9		0.4239		17550		292.5
185	220	238	247	251	253	254	127	63	159		199.7		0.2169		17560		292.67
207	103	51	25	12	134	67	33	144	200		97.6		0.6173		17570		292.83
228	242	249	124	190	95	175	215	235	245		199.8		0.2165		17580		293.0
250	253	126	63	31	15	7	3	129	192		106.9		0.5808		17590		293.17
96	176	216	236	246	123	61	30	143	199		152.6		0.4016		17600		293.33
227	241	120	188	222	239	119	59	29	142		158.6		0.378		17610		293.5
199	227	241	248	252	254	127	191	95	47		188.1		0.2624		17620		293.67
23	139	197	98	49	152	204	230	115	57		126.4		0.5043		17630		293.83
156	78	39	147	201	100	178	89	44	22		105.4		0.5867		17640		294.0
11	5	130	193	96	176	88	44	150	75		96.8		0.6204		17650		294.17
165	210	233	116	58	157	78	39	19	137		121.2		0.5247		17660		294.33
196	98	177	216	108	182	91	45	22	139		127.4		0.5004		17670		294.5
69	34	145	72	164	210	233	244	250	253		167.4		0.3435		17680		294.67
254	255	255	255	127	191	223	111	183	91		194.5		0.2373		17690		294.83
45	150	75	37	146	73	164	210	105	52		105.7		0.5855		17700		295.0
154	77	38	19	137	68	162	209	104	180		114.8		0.5498		17710		295.17
90	45	150	203	229	242	249	124	62	31		142.5		0.4412		17720		295.33
143	71	35	145	200	100	50	25	140	198		110.7		0.5659		17730		295.5
99	49	24	12	6	3	129	64	160	208		75.4		0.7043		17740		295.67
104	52	26	13	134	195	225	112	56	28		94.5		0.6294		17750		295.83
14	7	131	65	160	80	40	20	10	5		53.2		0.7914		17760		296.0
130	65	32	16	8	4	2	1	0	128		38.6		0.8486		17770		296.17
64	32	16	8	4	130	193	96	48	24		61.5		0.7588		17780		296.33
12	6	131	193	224	112	56	28	14	135		91.1		0.6427		17790		296.5
67	33	16	8	4	2	129	192	224	240		91.5		0.6412		17800		296.67
120	60	30	143	71	163	209	104	52	26		97.8		0.6165		17810		296.83
141	198	99	49	152	76	38	147	73	36		100.9		0.6043		17820		297.0
146	73	36	18	137	196	226	241	120	188		138.1		0.4584		17830		297.17
94	175	87	171	213	234	245	122	189	222		175.2		0.3129		17840		297.33
111	55	27	141	198	227	113	56	156	206		129.0		0.4941		17850		297.5
103	51	153	204	230	243	249	124	190	95		164.2		0.3561		17860		297.67
47	151	203	101	178	217	108	182	91	45		132.3		0.4812		17870		297.83
150	75	165	210	233	116	186	93	46	23		129.7		0.4914		17880		298.0
11	133	194	225	112	184	92	174	87	43		125.5		0.5078		17890		298.17
149	202	229	114	185	92	174	87	43	149		142.4		0.4416		17900		298.33
202	229	242	249	124	190	95	47	151	75		160.4		0.371		17910		298.5
165	210	233	116	186	93	174	87	43	149		145.6		0.429		17920		298.67
202	229	114	57	28	142	71	35	145	200		122.3		0.5204		17930		298.83
100	178	217	108	182	91	45	22	139	197		127.9		0.4984		17940		299.0
226	241	120	188	222	239	119	59	157	206		177.7		0.3031		17950		299.17
231	243	249	252	254	127	63	159	79	39		169.6		0.3349		17960		299.33
19	137	68	162	81	168	212	234	117	186		138.4		0.4573		17970		299.5
221	110	55	155	205	102	51	153	204	102		135.8		0.4675		17980		299.67
51	25	140	70	35	17	8	4	130	65		54.5		0.7863		17990		299.83
32	16	136	196	98	177	88	172	86	171		117.2		0.5404		18000		300.0
213	106	181	218	237	118	187	93	174	215		174.2		0.3169		18010		300.17
107	181	218	237	246	123	189	222	111	55		168.9		0.3376		18020		300.33
155	77	38	19	9	4	130	65	160	208		86.5		0.6608		18030		300.5
104	180	218	237	118	59	157	78	167	211		152.9		0.4004		18040		300.67
233	244	122	61	158	207	103	51	25	12		121.6		0.5231		18050		300.83
6	3	129	192	224	240	248	124	62	31		125.9		0.5063		18060		301.0
15	135	195	225	112	56	28	142	71	35		101.4		0.6024		18070		301.17
17	136	68	34	145	72	164	210	105	52		100.3		0.6067		18080		301.33
26	141	198	227	241	120	188	94	175	87		149.7		0.4129		18090		301.5
171	85	170	213	106	181	218	109	182	91		152.6		0.4016		18100		301.67
173	214	235	117	58	29	14	7	3	129		97.9		0.6161		18110		301.83
192	224	112	184	92	174	87	43	149	74		133.1		0.478		18120		302.0
165	82	169	84	170	85	170	213	234	245		161.7		0.3659		18130		302.17
250	253	126	63	159	79	167	83	169	212		156.1		0.3878		18140		302.33
106	53	154	77	166	83	41	20	10	5		71.5		0.7196		18150		302.5
2	1	0	128	192	96	48	152	76	166		86.1		0.6624		18160		302.67
211	233	116	58	157	78	167	211	105	180		151.6		0.4055		18170		302.83
90	173	214	235	117	186	93	46	151	75		138.0		0.4588		18180		303.0
165	210	105	52	154	205	230	115	57	28		132.1		0.482		18190		303.17
142	199	227	113	56	156	206	231	243	121		169.4		0.3357		18200		303.33
188	222	239	247	251	125	190	95	175	215		194.7		0.2365		18210		303.5
107	53	154	77	38	19	9	132	194	97		88.0		0.6549		18220		303.67
48	152	76	166	83	169	84	170	213	106		126.7		0.5031		18230		303.83
181	90	45	150	203	229	242	249	252	126		176.7		0.3071		18240		304.0
63	159	79	39	147	73	36	18	9	132		75.5		0.7039		18250		304.17
194	97	176	216	108	54	27	141	70	35		111.8		0.5616		18260		304.33
145	72	36	18	9	132	66	33	144	72		72.7		0.7149		18270		304.5
36	18	9	4	2	1	0	0	0	0		7.0		0.9725		18280		304.67
128	64	32	144	72	36	18	137	68	34		73.3		0.7125		18290		304.83
145	72	36	18	137	196	98	177	216	108		120.3		0.5282		18300		305.0
54	155	77	38	147	73	36	18	137	196		93.1		0.6349		18310		305.17
226	241	248	252	126	191	95	175	215	107		187.6		0.2643		18320		305.33
181	90	173	214	107	53	154	77	166	211		142.6		0.4408		18330		305.5
105	52	154	77	38	19	137	196	226	241		124.5		0.5118		18340		305.67
120	188	94	47	23	139	197	226	241	120		139.5		0.4529		18350		305.83
60	158	79	39	19	137	196	98	177	88		105.1		0.5878		18360		306.0
172	214	107	53	26	141	198	227	241	120		149.9		0.4122		18370		306.17
188	222	239	119	187	93	174	215	235	245		191.7		0.2482		18380		306.33
250	125	190	95	175	87	43	21	10	5		100.1		0.6075		18390		306.5
2	1	128	192	224	240	120	188	94	47		123.6		0.5153		18400		306.67
151	203	229	114	185	92	46	23	11	5		105.9		0.5847		18410		306.83
130	193	224	112	56	156	206	103	179	89		144.8		0.4322		18420		307.0
44	22	139	197	98	49	152	204	102	179		118.6		0.5349		18430		307.17
89	172	86	43	149	74	165	210	105	52		114.5		0.551		18440		307.33
26	13	134	195	97	48	152	76	38	19		79.8		0.6871		18450		307.5
137	196	226	241	120	60	30	15	7	131		116.3		0.5439		18460		307.67
193	224	112	56	28	142	71	35	17	8		88.6		0.6525		18470		307.83
4	2	129	64	160	208	232	116	58	157		113.0		0.5569		18480		308.0
206	231	243	249	124	62	159	79	167	83		160.3		0.3714		18490		308.17
41	148	74	165	210	105	180	218	109	54		130.4		0.4886		18500		308.33
155	77	38	19	137	68	162	209	232	244		134.1		0.4741		18510		308.5
122	61	158	207	231	115	185	92	46	23		124.0		0.5137		18520		308.67
139	69	162	81	168	84	42	21	138	69		97.3		0.6184		18530		308.83
34	17	8	4	2	1	0	128	64	160		41.8		0.8361		18540		309.0
80	40	20	138	197	98	177	88	44	22		90.4		0.6455		18550		309.17
139	197	226	241	248	124	62	159	79	39		151.4		0.4063		18560		309.33
147	73	36	18	137	196	226	113	184	220		135.0		0.4706		18570		309.5
110	183	91	173	86	43	149	74	165	210		128.4		0.4965		18580		309.67
105	180	90	45	150	203	101	50	25	12		96.1		0.6231		18590		309.83
6	3	129	192	224	112	184	92	46	23		101.1		0.6035		18600		310.0
11	133	66	161	80	40	20	138	69	162		88.0		0.6549		18610		310.17
209	232	116	58	157	78	39	147	73	36		114.5		0.551		18620		310.33
18	137	196	98	49	152	204	102	179	89		122.4		0.52		18630		310.5
44	22	11	133	66	161	208	232	116	58		105.1		0.5878		18640		310.67
29	142	199	99	177	88	44	22	11	133		94.4		0.6298		18650		310.83
194	97	176	88	44	22	11	5	2	1		64.0		0.749		18660		311.0
0	0	0	0	128	192	96	176	88	44		72.4		0.7161		18670		311.17
22	139	197	98	177	88	44	22	139	69		99.5		0.6098		18680		311.33
162	209	232	116	58	157	206	103	179	89		151.1		0.4075		18690		311.5
44	22	139	69	34	17	136	196	98	177		93.2		0.6345		18700		311.67
216	236	118	59	157	78	167	83	169	84		136.7		0.4639		18710		311.83
42	21	138	197	226	113	184	92	46	23		108.2		0.5757		18720		312.0
139	69	34	17	8	4	2	1	128	192		59.4		0.7671		18730		312.17
96	176	88	44	22	11	133	66	161	80		87.7		0.6561		18740		312.33
40	20	10	5	130	193	224	112	56	28		81.8		0.6792		18750		312.5
14	7	131	65	32	16	8	4	2	1		28.0		0.8902		18760		312.67
128	192	96	48	24	12	6	3	129	64		70.2		0.7247		18770		312.83
32	16	8	4	2	1	128	64	32	16		30.3		0.8812		18780		313.0
8	4	2	1	0	0	0	0	0	0		1.5		0.9941		18790		313.17
0	128	64	32	16	8	4	2	129	64		44.7		0.8247		18800		313.33
32	16	8	4	2	129	192	96	48	24		55.1		0.7839		18810		313.5
12	6	131	65	32	16	8	4	2	129		40.5		0.8412		18820		313.67
192	224	112	56	28	14	135	67	161	80		106.9		0.5808		18830		313.83
40	20	10	133	194	97	176	88	44	22		82.4		0.6769		18840		314.0
139	69	34	17	8	4	2	129	192	224		81.8		0.6792		18850		314.17
112	184	92	46	151	75	165	82	169	84		116.0		0.5451		18860		314.33
42	149	202	101	178	217	236	118	187	93		152.3		0.4027		18870		314.5
46	23	139	69	34	145	200	228	114	57		105.5		0.5863		18880		314.67
156	206	231	115	185	92	46	23	139	197		139.0		0.4549		18890		314.83
226	113	184	92	46	23	11	5	2	1		70.3		0.7243		18900		315.0
0	0	0	128	192	224	112	184	92	46		97.8		0.6165		18910		315.17
151	203	229	114	185	92	46	151	75	37		128.3		0.4969		18920		315.33
146	201	228	114	185	220	238	119	187	93		173.1		0.3212		18930		315.5
46	151	75	165	82	41	148	202	229	242		138.1		0.4584		18940		315.67
121	188	94	47	151	203	101	50	25	12		99.2		0.611		18950		315.83
6	3	1	128	192	96	176	88	44	150		88.4		0.6533		18960		316.0
75	165	82	169	84	42	149	74	37	146		102.3		0.5988		18970		316.17
201	228	114	185	220	110	55	155	77	38		138.3		0.4576		18980		316.33
147	73	36	18	9	132	194	225	240	248		132.2		0.4816		18990		316.5
124	62	31	143	199	99	177	88	44	22		98.9		0.6122		19000		316.67
11	5	130	65	160	80	40	20	138	69		71.8		0.7184		19010		316.83
34	17	8	4	2	129	64	160	80	168		66.6		0.7388		19020		317.0
84	42	149	202	229	114	185	92	46	151		129.4		0.4925		19030		317.17
75	165	210	233	244	122	189	222	111	55		162.6		0.3624		19040		317.33
155	77	38	147	73	36	146	73	164	210		111.9		0.5612		19050		317.5
233	244	250	253	126	63	159	207	103	179		181.7		0.2875		19060		317.67
217	236	118	59	29	142	71	35	17	8		93.2		0.6345		19070		317.83
4	130	65	32	144	200	228	114	185	92		119.4		0.5318		19080		318.0
174	215	235	245	122	189	222	239	247	123		201.1		0.2114		19090		318.17
61	158	207	103	179	89	172	214	107	181		147.1		0.4231		19100		318.33
218	109	182	91	173	86	43	21	10	5		93.8		0.6322		19110		318.5
2	1	128	64	160	208	104	180	90	45		98.2		0.6149		19120		318.67
22	139	197	98	177	88	44	150	203	101		121.9		0.522		19130		318.83
178	217	236	118	187	221	238	119	187	93		179.4		0.2965		19140		319.0
46	151	75	37	18	9	132	194	225	240		112.7		0.558		19150		319.17
248	252	126	63	159	207	103	179	217	108		166.2		0.3482		19160		319.33
54	27	13	134	67	33	144	72	36	146		72.6		0.7153		19170		319.5
73	36	146	73	36	18	137	68	162	209		95.8		0.6243		19180		319.67
104	180	90	173	214	235	245	250	253	126		187.0		0.2667		19190		319.83
191	95	175	87	43	149	202	229	242	121		153.4		0.3984		19200		320.0
188	222	111	55	155	77	38	19	137	68		107.0		0.5804		19210		320.17
162	81	168	212	106	53	154	205	102	51		129.4		0.4925		19220		320.33
153	76	38	19	137	196	98	49	152	76		99.4		0.6102		19230		320.5
38	19	9	4	2	1	0	0	0	128		20.1		0.9212		19240		320.67
192	96	48	152	76	38	147	201	100	50		110.0		0.5686		19250		320.83
153	76	38	147	73	164	82	169	212	106		122.0		0.5216		19260		321.0
181	218	109	54	155	77	38	147	73	36		108.8		0.5733		19270		321.17
146	201	228	242	249	252	254	255	255	127		220.9		0.1337		19280		321.33
191	223	111	183	219	109	182	91	45	150		150.4		0.4102		19290		321.5
75	37	146	73	36	146	73	36	146	73		84.1		0.6702		19300		321.67
36	146	201	100	178	217	108	182	219	237		162.4		0.3631		19310		321.83
246	251	253	254	255	255	127	63	159	79		194.2		0.2384		19320		322.0
39	147	73	164	210	105	180	218	109	182		142.7		0.4404		19330		322.17
91	173	86	43	149	74	37	18	9	132		81.2		0.6816		19340		322.33
66	33	144	72	164	82	41	20	10	5		63.7		0.7502		19350		322.5
2	129	64	32	144	72	36	146	201	228		105.4		0.5867		19360		322.67
114	185	92	46	151	203	101	50	153	204		129.9		0.4906		19370		322.83
102	179	89	172	214	235	117	58	157	206		152.9		0.4004		19380		323.0
103	179	217	236	246	251	125	62	31	15		146.5		0.4255		19390		323.17
7	131	193	224	240	120	188	222	111	55		149.1		0.4153		19400		323.33
27	141	70	163	209	104	180	218	109	182		140.3		0.4498		19410		323.5
219	109	182	219	237	118	59	157	206	103		160.9		0.369		19420		323.67
179	89	172	86	43	21	10	5	130	65		80.0		0.6863		19430		323.83
32	16	136	196	98	49	24	140	70	163		92.4		0.6376		19440		324.0
209	104	52	154	205	102	179	89	172	86		135.2		0.4698		19450		324.17
171	213	234	245	250	125	62	159	79	39		157.7		0.3816		19460		324.33
147	73	36	146	201	228	242	121	188	222		160.4		0.371		19470		324.5
239	247	123	189	94	47	151	203	101	178		157.2		0.3835		19480		324.67
89	172	86	43	21	138	69	34	17	8		67.7		0.7345		19490		324.83
4	130	65	32	144	72	164	82	169	84		94.6		0.629		19500		325.0
170	213	106	181	90	173	214	235	245	250		187.7		0.2639		19510		325.17
253	254	255	127	191	95	47	151	75	165		161.3		0.3675		19520		325.33
210	105	180	218	109	182	91	45	22	11		117.3		0.54		19530		325.5
133	66	33	16	136	196	98	49	152	76		95.5		0.6255		19540		325.67
166	211	233	116	58	29	14	135	195	97		125.4		0.5082		19550		325.83
176	88	44	150	203	101	178	89	44	22		109.5		0.5706		19560		326.0
139	197	226	113	56	156	78	167	83	41		125.6		0.5075		19570		326.17
20	138	197	98	177	216	236	246	251	253		183.2		0.2816		19580		326.33
254	255	127	191	223	239	119	59	157	206		183.0		0.2824		19590		326.5
103	51	25	140	198	99	49	24	140	198		102.7		0.5973		19600		326.67
99	177	88	172	214	235	245	122	61	158		157.1		0.3839		19610		326.83
207	231	243	121	188	94	47	151	75	37		139.4		0.4533		19620		327.0
146	73	36	18	9	132	194	97	48	152		90.5		0.6451		19630		327.17
76	38	19	137	68	162	209	104	52	26		89.1		0.6506		19640		327.33
13	134	195	225	240	120	60	30	15	135		116.7		0.5424		19650		327.5
67	33	16	8	4	2	1	128	192	224		67.5		0.7353		19660		327.67
112	56	28	14	7	131	193	96	48	24		70.9		0.722		19670		327.83
12	6	3	1	128	64	32	16	8	4		27.4		0.8925		19680		328.0
130	65	32	16	8	4	2	129	64	160		61.0		0.7608		19690		328.17
80	40	20	10	133	194	225	112	56	28		89.8		0.6478		19700		328.33
14	135	67	161	208	104	52	26	141	198		110.6		0.5663		19710		328.5
99	49	24	12	6	131	65	32	144	200		76.2		0.7012		19720		328.67
100	50	153	204	230	243	249	124	62	159		157.4		0.3827		19730		328.83
79	167	211	105	180	90	173	214	107	53		137.9		0.4592		19740		329.0
154	77	38	147	73	36	146	73	36	146		92.6		0.6369		19750		329.17
201	228	242	249	124	190	223	239	119	187		200.2		0.2149		19760		329.33
221	238	247	251	125	190	95	47	23	139		157.6		0.382		19770		329.5
69	162	81	40	148	202	101	178	89	44		111.4		0.5631		19780		329.67
150	203	229	114	57	28	142	199	227	113		146.2		0.4267		19790		329.83
184	92	174	215	235	117	186	93	46	151		149.3		0.4145		19800		330.0
203	101	178	89	44	150	203	101	178	89		133.6		0.4761		19810		330.17
44	150	203	229	242	121	60	158	207	231		164.5		0.3549		19820		330.33
115	57	28	142	199	227	113	184	220	238		152.3		0.4027		19830		330.5
247	251	125	190	95	175	215	235	117	186		183.6		0.28		19840		330.67
93	46	23	11	5	130	65	32	144	72		62.1		0.7565		19850		330.83
164	210	105	52	154	205	102	179	217	108		149.6		0.4133		19860		331.0
182	219	237	246	251	125	190	223	239	119		203.1		0.2035		19870		331.17
59	157	206	103	179	89	172	214	107	53		133.9		0.4749		19880		331.33
26	13	134	67	161	80	168	212	106	53		102.0		0.6		19890		331.5
26	13	134	195	225	112	56	156	78	39		103.4		0.5945		19900		331.67
147	73	164	82	169	84	42	21	138	69		98.9		0.6122		19910		331.83
34	145	200	100	50	25	12	134	195	97		99.2		0.611		19920		332.0
48	24	12	134	195	225	240	248	124	62		131.2		0.4855		19930		332.17
159	207	103	51	153	76	38	147	73	164		117.1		0.5408		19940		332.33
210	105	180	90	173	214	107	181	90	45		139.5		0.4529		19950		332.5
22	139	69	34	17	136	68	162	209	232		108.8		0.5733		19960		332.67
244	122	61	30	143	199	99	177	88	44		120.7		0.5267		19970		332.83
150	203	101	178	89	172	86	171	213	234		159.7		0.3737		19980		333.0
117	58	29	14	135	67	33	16	136	68		67.3		0.7361		19990		333.17
162	209	232	244	250	253	126	191	223	111		200.1		0.2153		20000		333.33
183	219	237	246	251	125	190	95	47	23		161.6		0.3663		20010		333.5
11	133	194	97	48	152	204	230	115	57		124.1		0.5133		20020		333.67
28	142	199	227	241	120	188	222	239	247		185.3		0.2733		20030		333.83
123	61	158	207	231	243	121	188	222	111		166.5		0.3471		20040		334.0
183	91	45	150	75	165	82	41	148	202		118.2		0.5365		20050		334.17
101	50	25	140	70	35	145	72	164	82		88.4		0.6533		20060		334.33
41	20	10	5	130	193	96	48	152	76		77.1		0.6976		20070		334.5
38	19	137	196	98	177	88	44	22	11		83.0		0.6745		20080		334.67
5	2	129	192	96	48	24	140	198	227		106.1		0.5839		20090		334.83
113	56	28	14	135	195	225	240	248	124		137.8		0.4596		20100		335.0
62	159	79	39	19	137	68	34	145	200		94.2		0.6306		20110		335.17
228	242	121	188	94	175	87	171	213	106		162.5		0.3627		20120		335.33
53	26	141	198	99	49	152	76	166	211		117.1		0.5408		20130		335.5
105	52	154	77	38	147	201	228	242	249		149.3		0.4145		20140		335.67
124	190	223	111	55	155	205	230	243	249		178.5		0.3		20150		335.83
252	254	127	63	31	143	71	35	145	72		119.3		0.5322		20160		336.0
164	210	105	180	218	109	182	219	237	118		174.2		0.3169		20170		336.17
59	157	78	39	147	73	164	82	41	148		98.8		0.6125		20180		336.33
74	37	146	73	36	18	9	4	2	1		40.0		0.8431		20190		336.5
0	128	64	32	144	72	36	146	201	100		92.3		0.638		20200		336.67
50	153	76	38	147	201	228	114	185	220		141.2		0.4463		20210		336.83
110	183	91	45	22	139	69	34	145	200		103.8		0.5929		20220		337.0
228	242	249	252	254	255	127	191	223	239		226.0		0.1137		20230		337.17
119	187	221	238	119	59	29	142	71	35		122.0		0.5216		20240		337.33
17	8	132	194	97	48	152	204	230	243		132.5		0.4804		20250		337.5
249	124	190	223	239	247	251	125	190	223		206.1		0.1918		20260		337.67
239	119	59	29	142	71	163	81	168	212		128.3		0.4969		20270		337.83
234	117	58	29	142	71	163	209	104	180		130.7		0.4875		20280		338.0
90	45	22	11	5	130	193	96	48	152		79.2		0.6894		20290		338.17
76	166	83	169	212	106	181	90	173	86		134.2		0.4737		20300		338.33
43	21	10	133	194	225	240	120	188	222		139.6		0.4525		20310		338.5
239	119	187	93	46	151	203	229	242	121		163.0		0.3608		20320		338.67
188	222	239	119	59	29	14	7	131	193		120.1		0.529		20330		338.83
224	240	248	252	126	63	31	15	135	195		152.9		0.4004		20340		339.0
225	112	56	156	206	103	51	25	140	70		114.4		0.5514		20350		339.17
163	209	104	180	218	109	54	155	77	166		143.5		0.4373		20360		339.33
211	233	116	186	221	238	119	187	93	174		177.8		0.3027		20370		339.5
215	235	117	58	29	142	71	163	81	168		127.9		0.4984		20380		339.67
212	106	53	26	13	134	67	161	80	40		89.2		0.6502		20390		339.83
148	74	37	18	9	132	66	161	80	40		76.5		0.7		20400		340.0
148	74	37	18	137	196	98	177	88	44		101.7		0.6012		20410		340.17
150	203	101	50	153	204	102	179	217	236		159.5		0.3745		20420		340.33
246	251	125	62	159	79	39	147	201	228		153.7		0.3973		20430		340.5
242	249	252	254	127	63	31	143	199	99		165.9		0.3494		20440		340.67
177	88	172	214	107	53	154	77	166	211		141.9		0.4435		20450		340.83
233	116	186	93	46	23	139	69	162	209		127.6		0.4996		20460		341.0
104	180	90	45	150	75	165	210	233	116		136.8		0.4635		20470		341.17
58	29	14	7	3	129	192	96	48	152		72.8		0.7145		20480		341.33
76	166	83	41	20	10	133	66	161	80		83.6		0.6722		20490		341.5
168	212	106	181	218	237	246	251	253	126		199.8		0.2165		20500		341.67
